SC,count_total,Trustworthy,Untrustworthy,periode
h3,0,0,0,1066
f5,3,2,1,1066
h1,3,0,3,1066
h3,4,4,0,1066
h2,3,2,1,1066
f1,5,4,1,1066
h1,5,0,5,1066
f3,1,0,1,1067
f4,1,0,1,1067
h1,0,0,0,1067
h1,2,0,2,1067
f1,3,1,2,1067
h1,4,0,4,1067
h5,6,5,1,1067
h3,6,5,1,1067
f2,1,1,0,1068
h1,2,0,2,1068
h5,3,3,0,1068
h2,2,2,0,1068
f4,3,1,2,1068
f4,3,1,2,1068
h1,2,0,2,1068
h3,2,2,0,1068
f4,2,0,2,1068
h4,3,3,0,1068
h1,0,0,0,1069
f5,0,0,0,1069
h1,0,0,0,1069
f1,0,0,0,1069
h5,0,0,0,1069
h5,1,1,0,1069
h2,2,2,0,1069
h1,2,0,2,1069
h3,0,0,0,1070
h1,4,0,4,1070
h2,4,4,0,1070
h2,4,4,0,1070
f2,5,5,0,1070
h5,4,4,0,1070
f2,6,6,0,1070
h1,6,0,6,1070
f2,6,6,0,1070
h1,0,0,0,1071
f5,2,1,1,1071
f3,0,0,0,1071
f4,1,1,0,1071
f1,2,2,0,1071
h5,4,4,0,1071
f1,2,2,0,1072
f1,3,3,0,1072
h3,3,3,0,1072
h5,3,3,0,1072
f5,3,2,1,1072
f4,3,2,1,1072
h5,3,3,0,1072
h5,1,1,0,1073
f5,1,0,1,1073
h5,2,1,1,1073
f1,2,1,1,1073
f2,1,0,1,1073
h5,1,0,1,1073
f2,2,1,1,1073
f4,2,1,1,1073
h5,4,4,0,1074
f2,4,3,1,1074
h5,5,4,1,1074
f3,1,1,0,1075
f1,3,3,0,1075
h4,3,3,0,1075
h5,4,3,1,1075
f4,4,2,2,1075
f3,3,2,1,1075
f4,4,2,2,1075
h3,4,3,1,1075
f4,4,2,2,1076
f3,5,5,0,1076
h1,1,0,1,1077
h2,2,2,0,1077
h5,4,4,0,1077
h5,4,4,0,1077
h2,3,3,0,1077
h1,4,0,4,1077
f3,3,3,0,1077
f4,2,2,0,1078
h1,2,0,2,1078
h1,2,0,2,1078
h3,2,2,0,1078
f4,3,3,0,1078
f3,2,2,0,1078
h3,3,3,0,1079
h5,3,3,0,1079
f1,0,0,0,1080
h2,2,1,1,1080
h3,1,1,0,1080
f1,2,0,2,1080
h5,3,2,1,1080
h5,3,2,1,1080
h1,2,0,2,1080
h5,3,2,1,1080
f3,3,2,1,1080
f3,5,4,1,1080
h1,0,0,0,1081
h3,1,1,0,1081
h3,1,1,0,1081
h4,0,0,0,1081
h5,0,0,0,1081
f1,0,0,0,1081
h2,2,2,0,1081
f2,2,2,0,1081
h5,3,2,1,1081
h3,4,3,1,1081
f2,1,1,0,1082
h5,2,2,0,1082
f5,2,2,0,1082
h3,2,2,0,1082
f4,2,2,0,1082
h2,2,2,0,1082
f2,1,1,0,1082
h2,2,2,0,1082
h4,1,1,0,1082
f3,3,3,0,1083
h3,4,4,0,1083
h5,5,5,0,1083
f4,4,3,1,1083
h2,5,4,1,1083
f4,4,3,1,1083
f3,4,4,0,1083
h3,0,0,0,1084
h1,1,0,1,1084
f2,1,1,0,1084
f4,0,0,0,1084
f2,1,1,0,1084
f4,2,1,1,1084
h4,4,4,0,1084
h3,3,3,0,1084
f4,3,2,1,1084
h2,0,0,0,1085
h5,0,0,0,1085
h1,1,0,1,1085
h4,1,1,0,1085
f4,1,1,0,1085
h1,0,0,0,1085
f1,0,0,0,1085
h4,3,3,0,1085
f2,3,3,0,1085
h1,4,0,4,1085
h1,0,0,0,1086
h1,0,0,0,1086
f4,0,0,0,1086
f4,0,0,0,1086
h2,1,0,1,1086
h3,2,2,0,1086
h3,2,2,0,1086
h2,4,2,2,1086
f4,4,2,2,1086
f3,4,3,1,1086
h5,1,1,0,1087
f1,1,1,0,1087
h5,2,2,0,1087
f3,1,1,0,1087
h5,2,2,0,1087
f4,4,3,1,1087
f4,5,4,1,1087
f5,5,4,1,1087
f2,3,3,0,1088
f5,3,2,1,1088
f3,3,3,0,1088
f1,3,2,1,1088
h3,4,4,0,1088
h5,4,4,0,1088
h3,4,4,0,1088
h1,0,0,0,1089
f4,1,1,0,1089
h5,0,0,0,1089
h1,0,0,0,1089
h5,1,1,0,1089
f3,1,0,1,1089
h5,1,0,1,1089
h2,0,0,0,1090
h3,0,0,0,1090
f4,0,0,0,1090
f3,1,1,0,1090
f3,1,1,0,1090
h5,3,3,0,1090
h5,4,4,0,1090
h4,4,4,0,1090
f5,0,0,0,1091
f2,1,1,0,1091
h1,2,0,2,1091
h4,2,2,0,1091
h1,2,0,2,1091
f3,1,1,0,1091
h3,1,1,0,1091
h4,1,1,0,1091
h5,1,1,0,1091
h3,0,0,0,1092
f2,0,0,0,1092
h3,1,1,0,1092
h3,1,1,0,1092
h1,1,0,1,1092
h2,1,1,0,1092
f1,3,2,1,1092
f2,3,3,0,1092
f2,0,0,0,1093
h1,2,0,2,1093
f1,2,2,0,1093
h3,4,4,0,1093
h3,4,4,0,1093
f1,3,3,0,1093
f4,4,2,2,1093
h3,3,3,0,1093
h5,5,5,0,1093
f1,0,0,0,1094
f4,0,0,0,1094
h1,1,0,1,1094
h2,1,0,1,1094
h2,3,2,1,1094
h2,3,2,1,1094
h5,4,4,0,1094
h1,1,0,1,1095
h2,2,2,0,1095
h1,3,0,3,1095
h1,4,0,4,1095
f2,3,3,0,1095
h3,4,4,0,1095
f5,3,2,1,1095
f2,3,3,0,1095
f4,5,4,1,1095
f4,5,4,1,1095
h5,1,1,0,1096
f3,0,0,0,1096
h2,0,0,0,1096
f5,1,1,0,1096
h3,2,1,1,1096
h3,3,2,1,1096
f3,4,3,1,1096
h3,4,3,1,1096
h3,0,0,0,1097
h5,1,1,0,1097
h4,1,1,0,1097
f4,0,0,0,1097
f2,0,0,0,1097
f2,0,0,0,1097
h5,0,0,0,1097
f4,1,1,0,1098
f1,1,1,0,1098
h3,0,0,0,1098
h5,0,0,0,1098
f2,1,1,0,1098
f5,1,1,0,1098
h2,2,2,0,1098
h5,2,2,0,1098
h3,2,2,0,1099
f5,2,2,0,1099
f5,2,2,0,1099
h1,3,0,3,1099
f4,2,1,1,1099
h5,3,3,0,1099
h3,3,3,0,1099
h3,4,4,0,1099
h3,4,4,0,1099
f5,4,4,0,1099
f2,0,0,0,1100
f2,0,0,0,1100
h5,1,1,0,1100
f4,2,2,0,1100
h5,4,4,0,1100
h4,4,4,0,1100
f1,4,3,1,1100
h1,4,0,4,1100
h3,3,3,0,1100
f2,0,0,0,1101
f4,1,1,0,1101
f1,2,1,1,1101
h1,2,0,2,1101
h4,4,3,1,1101
h1,3,0,3,1101
h1,4,0,4,1101
f1,5,3,2,1101
h2,3,1,2,1101
h2,1,1,0,1102
f3,0,0,0,1102
h5,2,2,0,1102
h3,2,2,0,1102
h5,2,2,0,1102
f5,3,2,1,1102
f3,1,1,0,1102
f2,2,2,0,1102
f3,0,0,0,1103
f4,1,1,0,1103
f3,1,1,0,1103
f2,2,2,0,1103
f5,3,3,0,1103
h3,3,3,0,1103
f4,4,3,1,1103
h3,2,2,0,1104
h3,2,2,0,1104
h1,3,0,3,1104
f1,5,5,0,1104
h4,5,5,0,1104
f4,5,4,1,1104
h5,5,5,0,1104
f1,6,5,1,1104
f5,5,4,1,1104
h4,1,1,0,1105
f5,2,1,1,1105
f5,2,1,1,1105
h1,2,0,2,1105
h5,3,3,0,1105
h5,4,3,1,1105
f5,4,2,2,1105
h5,4,3,1,1105
h5,4,3,1,1105
h2,1,1,0,1106
h3,1,1,0,1106
f2,1,1,0,1106
h5,3,3,0,1106
h1,4,0,4,1106
f4,4,3,1,1106
f2,4,4,0,1106
h1,0,0,0,1107
h1,3,0,3,1107
h2,3,2,1,1107
f2,3,3,0,1107
h2,4,3,1,1107
f2,4,4,0,1107
f2,4,4,0,1107
h1,5,0,5,1107
f3,4,4,0,1107
h1,0,0,0,1108
h5,2,2,0,1108
f2,3,3,0,1108
h1,4,0,4,1108
h2,4,3,1,1108
h5,4,4,0,1108
h5,4,4,0,1108
f1,3,2,1,1108
h5,4,4,0,1108
h1,0,0,0,1109
f4,1,0,1,1110
h5,2,2,0,1110
f4,4,2,2,1110
h5,2,1,1,1111
h3,3,2,1,1111
f1,3,2,1,1111
f4,3,2,1,1111
f2,3,2,1,1111
h1,2,0,2,1111
h5,2,1,1,1111
h1,0,0,0,1112
h4,0,0,0,1112
h3,2,2,0,1112
f1,2,2,0,1112
h3,2,2,0,1112
h1,3,0,3,1112
h3,3,3,0,1112
h3,3,3,0,1112
h2,0,0,0,1113
h3,0,0,0,1113
f4,4,2,2,1113
f1,5,4,1,1113
h3,4,3,1,1113
h4,4,3,1,1113
f1,3,2,1,1113
f3,2,1,1,1113
f3,1,1,0,1114
h1,2,0,2,1114
f3,2,2,0,1114
h1,5,0,5,1114
f3,4,4,0,1114
h1,0,0,0,1115
h2,2,1,1,1115
h4,3,2,1,1115
h4,3,2,1,1115
f5,4,2,2,1115
h2,4,3,1,1115
h3,4,3,1,1115
h4,5,4,1,1115
h4,5,4,1,1115
f3,3,2,1,1115
h4,0,0,0,1116
h5,0,0,0,1116
h3,0,0,0,1116
h1,2,0,2,1116
h3,1,1,0,1116
h3,1,1,0,1116
f2,2,2,0,1116
h5,2,2,0,1116
f5,4,3,1,1116
h1,0,0,0,1117
h1,2,0,2,1117
h1,2,0,2,1117
h3,3,3,0,1117
h2,5,3,2,1117
f2,4,3,1,1117
h1,1,0,1,1118
h1,2,0,2,1118
f4,2,2,0,1118
h4,3,3,0,1118
f4,3,3,0,1118
f1,4,3,1,1118
h5,4,4,0,1118
f5,3,3,0,1118
f4,1,1,0,1119
h4,2,2,0,1119
h3,2,2,0,1119
f4,3,1,2,1119
h1,2,0,2,1119
h1,2,0,2,1119
h5,2,2,0,1119
f3,2,2,0,1119
f3,1,1,0,1119
f4,1,0,1,1120
h1,3,0,3,1120
h5,3,3,0,1120
h5,3,3,0,1120
h1,3,0,3,1120
f1,2,1,1,1120
h5,3,3,0,1120
f5,0,0,0,1121
h2,2,2,0,1121
h3,2,2,0,1121
h3,2,2,0,1121
h2,3,2,1,1121
h3,3,2,1,1121
h3,3,2,1,1121
h5,3,2,1,1121
f4,4,2,2,1121
h5,4,3,1,1121
f3,2,2,0,1122
h5,1,1,0,1122
f2,1,1,0,1122
h5,1,1,0,1122
f5,1,1,0,1122
f5,1,1,0,1122
h3,1,1,0,1122
h3,0,0,0,1122
h1,1,0,1,1122
f3,3,3,0,1122
f4,0,0,0,1123
h2,0,0,0,1123
f2,0,0,0,1123
f2,0,0,0,1123
f3,0,0,0,1123
f3,0,0,0,1124
h5,0,0,0,1124
h2,3,2,1,1124
h5,3,2,1,1124
h2,3,2,1,1124
h3,3,2,1,1124
h3,2,1,1,1124
h3,1,0,1,1124
f4,1,0,1,1124
f2,0,0,0,1125
h3,0,0,0,1125
h2,0,0,0,1125
h3,1,1,0,1125
f1,3,3,0,1125
f4,4,4,0,1125
h3,3,3,0,1125
h3,3,3,0,1125
f1,0,0,0,1126
h4,1,1,0,1126
f2,1,1,0,1126
f3,3,3,0,1126
f2,3,3,0,1126
h1,5,0,5,1126
f5,5,5,0,1126
h5,6,6,0,1126
h4,1,0,1,1127
h5,1,0,1,1127
f1,3,2,1,1127
h5,3,2,1,1127
f4,4,2,2,1127
h5,5,4,1,1127
h3,5,4,1,1127
f2,0,0,0,1128
f4,1,1,0,1128
f3,0,0,0,1128
f4,2,2,0,1128
h5,3,3,0,1128
f2,3,3,0,1128
f5,5,4,1,1128
f5,6,5,1,1128
h4,7,7,0,1128
f2,0,0,0,1129
f4,1,1,0,1129
f3,1,1,0,1129
f2,2,2,0,1129
h5,1,1,0,1129
h3,0,0,0,1129
f4,0,0,0,1129
h4,1,1,0,1129
h5,1,1,0,1129
h5,0,0,0,1129
h1,2,0,2,1130
h3,2,2,0,1130
h5,2,2,0,1130
f5,1,1,0,1130
f4,2,2,0,1130
f4,2,2,0,1130
f4,4,2,2,1130
h5,3,3,0,1130
h5,3,3,0,1130
f3,0,0,0,1131
f4,0,0,0,1131
h2,2,2,0,1131
f3,2,2,0,1131
h1,4,0,4,1131
f2,4,4,0,1131
f2,4,4,0,1131
h2,4,4,0,1131
h3,3,3,0,1132
h5,3,3,0,1132
f4,3,3,0,1132
h5,4,4,0,1132
h1,3,0,3,1132
h1,3,0,3,1132
h1,4,0,4,1132
f2,4,4,0,1132
f3,3,3,0,1132
h2,4,3,1,1132
f5,3,3,0,1133
h3,3,3,0,1133
f5,3,3,0,1133
f1,2,2,0,1133
f1,5,4,1,1133
f1,5,4,1,1133
h1,6,0,6,1133
h1,0,0,0,1134
f3,2,2,0,1134
h1,3,0,3,1134
h2,4,3,1,1134
h3,5,5,0,1134
h5,5,5,0,1134
h5,5,5,0,1134
h5,5,5,0,1134
f1,0,0,0,1135
h4,1,1,0,1135
h1,3,0,3,1135
f1,3,3,0,1135
f1,3,3,0,1135
h1,5,0,5,1135
f1,5,4,1,1135
h4,6,6,0,1135
f4,6,5,1,1135
f5,6,5,1,1135
h2,2,1,1,1136
f5,3,1,2,1136
f1,3,1,2,1136
h4,2,1,1,1136
h1,2,0,2,1136
h5,4,3,1,1136
h5,4,3,1,1136
h1,3,0,3,1136
f2,3,2,1,1136
f1,1,0,1,1137
h5,1,1,0,1137
f2,3,2,1,1137
f4,3,2,1,1137
h1,4,0,4,1137
h2,5,3,2,1137
f3,5,4,1,1137
h3,5,4,1,1137
h2,0,0,0,1138
f4,0,0,0,1138
f2,2,1,1,1138
h3,3,2,1,1138
h1,2,0,2,1138
f2,2,1,1,1138
f1,5,3,2,1138
h1,3,0,3,1138
h1,0,0,0,1139
h5,2,2,0,1139
h5,1,1,0,1139
f3,3,3,0,1139
f3,3,3,0,1139
f3,6,6,0,1139
f5,5,5,0,1139
h1,6,0,6,1139
f2,5,5,0,1139
h2,1,1,0,1140
f3,2,2,0,1140
h5,3,3,0,1140
f2,2,2,0,1140
h1,2,0,2,1140
f3,2,2,0,1140
h5,3,3,0,1140
f4,3,2,1,1140
h1,0,0,0,1141
h5,0,0,0,1141
f3,1,1,0,1141
h1,2,0,2,1141
f1,2,1,1,1141
h1,4,0,4,1141
h3,4,4,0,1141
h5,4,4,0,1141
h2,0,0,0,1142
h5,2,2,0,1142
h5,2,2,0,1142
f3,0,0,0,1142
h2,2,2,0,1142
h1,2,0,2,1142
h1,1,0,1,1143
h3,1,1,0,1143
h4,1,1,0,1143
f3,1,1,0,1143
h5,1,1,0,1143
h1,1,0,1,1143
f4,2,2,0,1143
h1,2,0,2,1143
f2,1,1,0,1143
f1,0,0,0,1144
f2,2,2,0,1144
f5,2,1,1,1144
f2,1,1,0,1144
h3,0,0,0,1144
h3,0,0,0,1144
h2,0,0,0,1144
h3,0,0,0,1144
f5,0,0,0,1144
f5,2,1,1,1144
f4,0,0,0,1145
h3,1,1,0,1145
h3,2,2,0,1145
f4,4,2,2,1145
f4,4,2,2,1145
f1,0,0,0,1146
h1,0,0,0,1146
f3,0,0,0,1146
h5,0,0,0,1146
h4,1,1,0,1146
h4,3,3,0,1146
h5,3,3,0,1146
h2,5,4,1,1147
f5,5,3,2,1147
f2,4,3,1,1147
f5,4,2,2,1147
f5,4,2,2,1147
f1,3,2,1,1147
h5,2,1,1,1147
h1,1,0,1,1148
f4,1,0,1,1148
h5,2,1,1,1148
f1,2,0,2,1148
h5,3,2,1,1148
h3,4,3,1,1148
h4,5,4,1,1148
h4,5,4,1,1148
h3,6,5,1,1148
f4,2,2,0,1149
h5,3,3,0,1149
h3,3,3,0,1149
h5,3,3,0,1149
f2,2,2,0,1149
h3,2,2,0,1149
h5,2,2,0,1149
h1,2,0,2,1149
f2,2,2,0,1149
h3,5,5,0,1149
h5,3,3,0,1150
f5,3,2,1,1150
f4,2,2,0,1150
h5,3,3,0,1150
h3,3,3,0,1150
h5,3,3,0,1150
f2,0,0,0,1151
h2,2,2,0,1151
h3,2,2,0,1151
f3,3,3,0,1151
f2,3,3,0,1151
f2,3,3,0,1151
f5,5,4,1,1151
f3,4,4,0,1151
f2,2,2,0,1152
f4,2,2,0,1152
h3,2,2,0,1152
h3,3,3,0,1152
h1,3,0,3,1152
h5,0,0,0,1153
f2,2,2,0,1153
f1,2,1,1,1153
h1,3,0,3,1153
f3,3,3,0,1153
f3,3,3,0,1153
f2,5,5,0,1153
h5,5,5,0,1153
h3,1,1,0,1154
h3,1,1,0,1154
h4,1,1,0,1154
f4,0,0,0,1154
h5,3,3,0,1154
h5,3,3,0,1154
f5,4,3,1,1154
h4,6,5,1,1154
h3,6,5,1,1154
h5,6,5,1,1154
f4,2,2,0,1155
h5,3,3,0,1155
f5,2,1,1,1155
h1,2,0,2,1155
h3,2,2,0,1155
h1,1,0,1,1155
f3,2,2,0,1155
f4,3,2,1,1155
h5,2,2,0,1155
f5,5,4,1,1156
f1,4,3,1,1156
f1,4,3,1,1156
h5,6,5,1,1156
f3,1,1,0,1157
f1,2,1,1,1157
f2,3,3,0,1157
h3,3,3,0,1157
f5,3,2,1,1157
h3,3,3,0,1157
h5,3,3,0,1157
h2,1,1,0,1159
f4,3,1,2,1159
h3,4,4,0,1159
h1,4,0,4,1159
h2,3,2,1,1159
f3,5,5,0,1159
h5,5,5,0,1159
f1,4,3,1,1159
f3,5,5,0,1159
h5,5,5,0,1159
f5,2,2,0,1160
f1,1,0,1,1160
h5,3,3,0,1160
h5,3,3,0,1160
h3,3,3,0,1160
f3,4,4,0,1160
h1,4,0,4,1160
h1,5,0,5,1160
h4,1,1,0,1161
f4,1,0,1,1161
h3,3,3,0,1161
h1,3,0,3,1161
h1,3,0,3,1161
h5,3,3,0,1161
f2,3,3,0,1161
f2,3,3,0,1161
h3,3,3,0,1161
f1,0,0,0,1162
h3,4,4,0,1162
h1,4,0,4,1162
f1,3,2,1,1162
f2,3,3,0,1162
h3,4,4,0,1162
f3,5,5,0,1162
h5,5,5,0,1162
f1,4,3,1,1162
f3,5,5,0,1162
f2,0,0,0,1163
h1,0,0,0,1163
h5,0,0,0,1163
f4,2,0,2,1163
h2,3,2,1,1163
f2,3,2,1,1163
f1,5,4,1,1163
h5,6,5,1,1163
h1,2,0,2,1164
h2,2,2,0,1164
h4,2,2,0,1164
h4,2,2,0,1164
h5,2,2,0,1164
f4,2,2,0,1164
h3,0,0,0,1165
f2,0,0,0,1165
h5,1,1,0,1165
h5,6,6,0,1165
h1,6,0,6,1165
f3,3,3,0,1166
h1,2,0,2,1166
h1,3,0,3,1166
f2,3,2,1,1166
f2,3,2,1,1166
h3,4,3,1,1166
f5,5,3,2,1166
h5,5,4,1,1166
h5,5,4,1,1166
f2,2,2,0,1167
f5,2,2,0,1167
h1,2,0,2,1167
h4,4,3,1,1167
h1,3,0,3,1167
f4,4,2,2,1167
f2,5,4,1,1167
f3,4,3,1,1167
h3,0,0,0,1168
h1,0,0,0,1168
h3,2,2,0,1168
f4,3,1,2,1168
h1,2,0,2,1168
f1,3,2,1,1168
h3,5,4,1,1168
f4,5,2,3,1168
f3,0,0,0,1169
h1,0,0,0,1169
h5,0,0,0,1169
f1,4,3,1,1169
h2,4,3,1,1169
f3,4,4,0,1169
f5,3,3,0,1169
f3,4,4,0,1169
h5,2,2,0,1169
h3,0,0,0,1170
h3,0,0,0,1170
h3,0,0,0,1170
f1,2,2,0,1170
f3,3,3,0,1170
h3,4,4,0,1170
f5,4,4,0,1170
h3,4,4,0,1170
h5,5,5,0,1170
h1,0,0,0,1171
f2,2,2,0,1171
f1,2,1,1,1171
f1,1,0,1,1171
h5,3,3,0,1171
f2,4,4,0,1171
h3,4,4,0,1171
f3,3,3,0,1171
h1,4,0,4,1171
f4,4,2,2,1171
f2,0,0,0,1172
h3,0,0,0,1172
f1,0,0,0,1172
f3,0,0,0,1172
h5,0,0,0,1172
h1,1,0,1,1172
h4,1,1,0,1172
h3,2,2,0,1172
f4,3,3,0,1172
f3,3,3,0,1172
f2,1,1,0,1173
f4,1,1,0,1173
f3,1,1,0,1173
f1,4,4,0,1173
f1,4,4,0,1173
f3,2,2,0,1173
f4,3,2,1,1173
h5,5,5,0,1173
f3,0,0,0,1174
h1,0,0,0,1174
f2,1,1,0,1174
f2,1,1,0,1174
f1,0,0,0,1174
f1,0,0,0,1174
h4,5,4,1,1174
h3,4,3,1,1174
h3,4,3,1,1174
h4,0,0,0,1175
f1,1,1,0,1175
f4,1,1,0,1175
h2,1,1,0,1175
h5,0,0,0,1175
h2,1,1,0,1175
h5,2,2,0,1175
h5,1,1,0,1175
h2,0,0,0,1176
f4,2,2,0,1176
f4,1,1,0,1176
f1,3,2,1,1176
h1,4,0,4,1176
f1,3,2,1,1176
f3,5,5,0,1176
h4,5,5,0,1176
h5,4,4,0,1176
f2,2,2,0,1177
h4,2,2,0,1177
h5,2,2,0,1177
h5,1,1,0,1177
h3,1,1,0,1177
h1,1,0,1,1177
f4,3,2,1,1177
h3,2,2,0,1177
h5,1,1,0,1178
h5,0,0,0,1178
h2,0,0,0,1178
f5,2,1,1,1178
h3,4,4,0,1178
f4,3,3,0,1178
f1,4,3,1,1178
f3,3,3,0,1178
h2,3,3,0,1179
h3,4,3,1,1179
f2,3,2,1,1179
h3,4,3,1,1179
h5,3,2,1,1179
f4,3,1,2,1179
f2,1,1,0,1180
h5,2,2,0,1180
h3,3,3,0,1180
f3,2,2,0,1180
h1,4,0,4,1180
h5,6,6,0,1180
f2,5,5,0,1180
h5,6,6,0,1180
h1,1,0,1,1181
h1,1,0,1,1181
f2,1,1,0,1181
f2,1,1,0,1181
f2,0,0,0,1181
f2,0,0,0,1181
h3,0,0,0,1181
h5,0,0,0,1181
f2,0,0,0,1182
h5,0,0,0,1182
f3,4,4,0,1182
f1,0,0,0,1183
f2,0,0,0,1183
h3,0,0,0,1183
f2,4,4,0,1183
f3,3,3,0,1183
h1,3,0,3,1183
f2,3,3,0,1183
f2,3,3,0,1183
f1,3,2,1,1183
f2,4,4,0,1183
h3,0,0,0,1184
h1,0,0,0,1184
h4,1,1,0,1184
f4,2,2,0,1184
f4,2,2,0,1184
h1,3,0,3,1184
f1,3,3,0,1184
h5,3,3,0,1184
h4,2,2,0,1184
f2,2,2,0,1184
h1,0,0,0,1185
f4,0,0,0,1185
f5,1,1,0,1185
h3,2,2,0,1185
h3,2,2,0,1185
f5,4,4,0,1185
f3,4,4,0,1185
h5,3,3,0,1185
h1,4,0,4,1185
f1,3,3,0,1185
h3,1,1,0,1186
h3,0,0,0,1186
h5,0,0,0,1186
h1,0,0,0,1186
h4,0,0,0,1186
f4,3,2,1,1186
h1,3,0,3,1186
h3,4,3,1,1186
f2,5,4,1,1186
h1,0,0,0,1187
f2,0,0,0,1187
f2,0,0,0,1187
h2,4,3,1,1187
h1,5,0,5,1187
f2,4,4,0,1187
h5,1,1,0,1188
f1,1,0,1,1188
h5,2,2,0,1188
h2,3,2,1,1188
h5,4,4,0,1188
f4,5,5,0,1188
h2,6,5,1,1188
f3,6,6,0,1188
h1,0,0,0,1189
h1,0,0,0,1189
h1,2,0,2,1189
h1,2,0,2,1189
h5,3,2,1,1189
f2,4,3,1,1189
f2,4,3,1,1189
h1,5,0,5,1189
f2,0,0,0,1190
h5,0,0,0,1190
h1,1,0,1,1190
f2,5,5,0,1190
h3,5,5,0,1190
h5,5,5,0,1190
h5,5,5,0,1190
f3,4,4,0,1190
f3,3,3,0,1190
h1,0,0,0,1191
f2,0,0,0,1191
f2,0,0,0,1191
h5,4,4,0,1191
f2,3,3,0,1191
f3,4,4,0,1191
f5,4,4,0,1191
f5,1,1,0,1192
f4,2,1,1,1192
f5,2,2,0,1192
h1,3,0,3,1192
f2,3,3,0,1192
h5,4,4,0,1192
h3,2,2,0,1192
h2,0,0,0,1193
h2,0,0,0,1193
h2,0,0,0,1193
h4,0,0,0,1193
f3,1,1,0,1193
h2,3,2,1,1193
h1,3,0,3,1193
f2,2,2,0,1193
f4,2,2,0,1193
h1,3,0,3,1193
f1,0,0,0,1195
h5,2,2,0,1195
f1,2,1,1,1195
f3,2,2,0,1195
f5,1,1,0,1195
h1,2,0,2,1195
h2,3,2,1,1195
f4,2,1,1,1195
h4,4,4,0,1195
h4,4,4,0,1195
f2,0,0,0,1196
f1,1,1,0,1196
h3,1,1,0,1196
f1,2,2,0,1196
f2,4,4,0,1196
f4,4,3,1,1196
f2,4,4,0,1196
f4,4,3,1,1196
h3,4,4,0,1196
f3,1,1,0,1197
h4,1,1,0,1197
h4,1,1,0,1197
h3,3,3,0,1197
h2,2,1,1,1197
h3,3,3,0,1197
h1,2,0,2,1197
h1,2,0,2,1197
h5,1,0,1,1198
h3,3,2,1,1198
f5,5,4,1,1198
f3,6,5,1,1198
h4,6,5,1,1198
h2,6,4,2,1198
f3,6,5,1,1198
f4,5,4,1,1198
h1,2,0,2,1199
h4,3,3,0,1199
h1,3,0,3,1199
h5,2,2,0,1199
f2,0,0,0,1200
f2,1,1,0,1200
h5,1,1,0,1200
f5,1,1,0,1200
f4,2,0,2,1200
f1,2,1,1,1200
f3,3,3,0,1200
f1,4,2,2,1200
f3,5,4,1,1200
f5,1,1,0,1201
h2,3,2,1,1201
h2,4,3,1,1201
h5,4,4,0,1201
h3,4,4,0,1201
h5,6,6,0,1201
h4,1,1,0,1202
f2,1,1,0,1202
h1,2,0,2,1202
f4,2,2,0,1202
f3,2,2,0,1202
h1,1,0,1,1202
h5,3,3,0,1202
h2,1,0,1,1203
h3,1,1,0,1203
f4,1,1,0,1203
f1,2,1,1,1203
h2,2,1,1,1203
h3,2,2,0,1203
h5,1,1,0,1203
f2,0,0,0,1204
f4,1,1,0,1204
h5,1,1,0,1204
f3,0,0,0,1204
h1,2,0,2,1204
h1,2,0,2,1204
f1,2,2,0,1204
h5,2,2,0,1204
f2,2,2,0,1204
h2,0,0,0,1205
h5,0,0,0,1205
h1,1,0,1,1205
f2,1,1,0,1205
h2,2,1,1,1205
h4,3,3,0,1205
f2,3,3,0,1205
f5,3,3,0,1205
h5,5,5,0,1205
h5,5,5,0,1205
h1,2,0,2,1206
h3,2,2,0,1206
f1,2,2,0,1206
f1,2,2,0,1206
f2,4,4,0,1206
h3,3,3,0,1206
f1,0,0,0,1207
h3,0,0,0,1207
f3,2,2,0,1207
f2,4,4,0,1207
h5,5,5,0,1207
h3,5,5,0,1207
f2,5,5,0,1207
f4,4,4,0,1207
h1,1,0,1,1208
f1,1,1,0,1208
f2,2,2,0,1208
h2,3,3,0,1208
h5,3,3,0,1208
f3,0,0,0,1209
h3,2,2,0,1209
f4,2,2,0,1209
h4,2,1,1,1209
f4,1,0,1,1209
f2,3,2,1,1209
f3,2,1,1,1209
h5,2,1,1,1209
h2,4,3,1,1209
h1,0,0,0,1210
h1,0,0,0,1210
h2,0,0,0,1210
h3,3,3,0,1210
h5,4,4,0,1210
h3,5,5,0,1210
h1,0,0,0,1211
h1,0,0,0,1211
h2,0,0,0,1211
h2,3,3,0,1211
h1,6,0,6,1211
h1,6,0,6,1211
f1,0,0,0,1212
h5,1,1,0,1212
f3,0,0,0,1212
h1,0,0,0,1212
h3,0,0,0,1212
h3,1,1,0,1212
h4,1,1,0,1212
f3,1,1,0,1212
h5,0,0,0,1213
f2,2,1,1,1213
f4,4,2,2,1213
h1,3,0,3,1213
h3,4,3,1,1213
h3,4,3,1,1213
h5,3,2,1,1213
h4,3,2,1,1213
f4,3,1,2,1213
h3,3,2,1,1214
h5,4,3,1,1214
h5,5,4,1,1214
h1,4,0,4,1214
f2,4,3,1,1214
h3,5,4,1,1214
h3,5,4,1,1214
h5,5,4,1,1214
h1,3,0,3,1214
f1,3,2,1,1214
h3,1,1,0,1216
h1,6,0,6,1216
h5,1,1,0,1217
f1,0,0,0,1217
f4,1,0,1,1217
